Comments,sentiments
"Para boi say I too dey drop songNigba tin ya owo lapoHish, hish, okay, dey play.Anything LAPO, bikonu!",negative
it's crazy..those girls some of them started as good girls but over time dey became something else.they often do hook up as side hustle after doing their normal serving or dancing on stage grinding random guys in the public some of them contact are gotten from there..they pull of their official wears and begin their night hustle after their normal days job which sometimes closes around 12am straight to the lounge booked by the customer. Tdb..have had a couple of those girls sometime 2 to 3 for the night..they like it that way cos they feel safer.,neutral
"Make noise ke? All the noise wey Obi followers dey make since over one year, no be vain labour and terrorism dem collect?",negative
"Your Husband is right. Na wisdom dem take dey marry. The Bible even says a wise woman builds her home. If he complained, he knows his financial strength and you check am now,after wedding na marriage na garri una go drink? Or you want am to begin pay igbese? Your role then should have been to mediate between your Father and Your Husband. Las las your pops go want make you go your husband house and make im fit take care of you instead of ostentatious spending for some people wey no go give crap about una if una broke. Kneel down apologise give am well well. He is your husband you should know what to do to get him come around and one more thing it is you and him always. Even if you no understand or you oppose, trust his leadership except when you see say wetin him dey do no make sense. May GOD help us all with wisdom. @Negroid001 your attention is needed hia ooh. Coman give your 2cents from a man's perspective.",neutral
Everybody these days na content creator...money launderers don turn content creators. u see that tictok especially na powerful money laundering tool...and some ritualists dey use lame contents dey disguise. Make ladies wise up. If they like make dem dey produce water when they see lexus...camry...benz.,positive
"I concur..When he was being mocked for not lifting a world cup trophy una no dey ooo..But now it was rigged in his favour and all sorts of flimsy excuses. Can we even satisfy human beings? Abeg haters getat, Messi is the King of football, know this and know peace!",negative
"None have been effective so far, palliative no reach here. We dey suffer ... I don't know who to take serious between this NLC ,land  Sabinus",negative
"And we go move on like say nothing happen,meanwhile some zombies Dey plan protest for Wetin Dey happen for faraway Palestine,no b Mumu b dat?",negative
"[quote author=Dannupawa post=126390736][/quote]Mention their name na bastards, because na Hausas, if una see Igbo na that time una Dey fit use name, shameless government",neutral
Lol all eyes on Judiciary....We no go see tears here let it go other way now different Newspaper stand analysis wey no dey sweet for ear buh only dere ear go start....,negative
Believe this and believe horses do fly ..Yoruba propaganda eh kwa.. Where are the families in Jos .. their names and location..Apc just Dey scam Nigerians like say dem be fool and imps God bless Nigerians God bless Nigeria,negative
"So that my stingy Uncle is finally going to leave that Ambassadorial position he has occupied for over 10years now. Him go come meet us for this Abuja! Man has been representing Nigeria in different roles on the International scene from 1998 till date, but has failed to impact even in the slightest bit on the lives of his people. To even see him in person na problem. Fucker was exclusively the gateway to Patience Jonathan through out her stay in Aso rock. Very liked by GEJ and surprisingly favoured by Buhari as well. Back home in Cross River, na F9 be him nickname.Ambassador Mfawa Abam, welcome back! We dey wait your return for Abuja!Stingy and self-centered motherfucker!",negative
See the guy eye. E still high even for station. Make una sha make sure say no sharp object dey near am,negative
Dey play you hear We are in this country together 🤣,negative
"Salary increments wey still dey end up for transportation and high price of food stuffs without any savings abi na another one? I wonder why dem never add join NYSC allowee cha,cuz I go like to check something via my banny own",positive
Small Yansh dey shake,neutral
Display for likes wan bring curse upon marriage wey just dey start.I hope it doesn’t stand shaa.Trust our people. If that marriage dey experience any regular marriage trouble; na the curse dem go blame…,negative
"A civilian dictator will slap you, shoot you, drown your children, rape your wife and as you're on the floor bleeding out, na you go still dey explain just like this lawyer because nobody will listen to you, infact, they'll tell you to your face that they're the “President Boys” The Oluwole Certificate holder, Ms. Tinubu is indirectly telling you how his administration will look like moving forward. Wike as always, is leading the pack of political touts assembled by Tinubu, Umahi and Defense Minister are showing their true colors. When we talk, Agbado never-do-well miscreants will tell us that we're too “emotional”",positive
This mofo wan dey handle Nigeria issue like the way he handled his marital Life.... Just go and get sense son,negative
Abeg wetin Imisioluwa mean? I know say Oluwa na God but wetin be Imisi? Make e no come be Tonto wey dem dey Imisi o.,neutral
"Chai..UNIZIK will sack almost all of her Male and a very few Female lecturers.The place is SEXatorn area.Students dey even born for lecturers in the Dept. of Theatre Art.They have damaged most girls in Social Sciences, especially in the Depts. of Mass Communication, Sociology, Psychology, and Economics.",positive
