text,Sentiments
"Over time my body has rejected pasta made of standard wheat flour, but what's life without a little pasta? After much experimentation I deduced that Italian pasta is less troublesome (due to EU restrictions on artificial fertilizer and pesticides, but still a dietary rarity. After reading the Grain by Grain book (from Amazon) I had a different understanding of what might be the issue and how to combat it: Kamut grain either as a cooked grain or pasta! While this seems to be a bit pricey, it's well worth the money. My body has NO issues with it and the higher protein content (and no artificial fertilizers or pesticides) keeps me full longer. I'm also willing to pay a little more to buy products which are gentle on the earth. This is a good one!",positive
I like the flavor and sotness.,positive
product was received in good condition and will used very soon.,positive
My son loves caprisun!  Any flavor! But fruit punch is his favorite.,positive
"It was delicious.  I like a little chocolate in ice cream, strawberries.",positive
A recipe we had called for Kosher salt. I had no idea what Kosher salt was or why it was different. I love to use this out of a bamboo salt cellar. The salt has larger crystals than table or sea salt so you feel what you are using.,positive
I love this decaf - dark and delicious.,positive
This new flavor is great! I keep it in my purse and in my car to always have it ready for the kids.,positive
Arrived nicely sealed for freshness.  The jar is a good size for the price.  I have used it on chicken and it tastes great.  I don't have anything bad to say.,positive
the only chili powder I buy,positive
"The picture makes it seem like you'll get a good size bag of candy. You dont even half of the bag, it's a RIP off!!!! Dont buy!!! It would be cheaper to make your own.",negative
great product if you're allergic to Soy. I used this in a Stir Fry and it was wonderful.,positive
Tastes great and it is enjoyable!,positive
I have taken the holistic approach for my health.  I use various products to aid in feeling good every day.  This tea has a few healthy benefits and is apart of my every day regimen.  Thank You.,positive
This is the one product as a new diabetic that I find tastes like it has real sugar.,positive
"Should have listened to reviews,this is just a butter pastry,nothing like the Baklawa i have had.",negative
Best tasting peanuts you will ever eat.,positive
flavor  and filling,positive
I buy this honey often during the cold season. This time I bought it for throat and cough remedy. Yes lemon and tea and good nights sleep. Dr recommend buckwheats honey for flu season on our local channel so I took her advice . It coats the throat and nice size tablespoon just before sleep does the trick. Taste better than cough syrup. I like that it’s made by the Amish too seems close to God,positive
I purchased this twice from this seller. My family & guests have always loved it. Now I’m forced to use a reseller (within Amazon?) because McCormick will no longer deliver it to my address!? and the price is $5 less from the reseller! 🧐,positive
This is so bad. Why did I give it five stars? This is the only gum I have found that I can tolerate. I can't have any kind of sugar or sugar substitute. I really missed chewing gum. This is hard and there is no flavor. I think they just hold fruit over the gum so it has some of the smell of fruit. Still I chew this all day long. The only game in town as far as I know for people like me.,positive
The price and taste are just perfect!,positive
"Not very good. After eating one, it felt like my stomach was full of bricks. Adkins peanut cookies way better.",negative
Delicious white chocolate candies. Reese and Kit Kat’s were my fav,positive
Simply the best Gatorade flavor.,positive
"We absolutely loved Seven Sundays muesli! I have been trying so many mueslis lately and found this to be the best one ever, not only nutritionally, but also tastes wonderful and the 40oz combo is a fantastic bang for the buck!We just add berries (2 out of blackberries, blueberries, raspberries or strawberries) and almost or cashew milk and voilà, we got already a few points into the Daily Dozen of Dr Michael Greger.I absolutely recommend this product to everyone!",positive
